Origin,Destination,Cabin,Booking Class,Booking Class Fare USD,Airline,Flight number,Dep_Date,Dep_time,overbooking,no_show,denied_boarding,cancellation
BBB,DDD,Y,L,350.92,AA,306,2023-10-08, 06:05,0.11721941242541487,0.07091891909875281,0.0023443882485082975,0.04683938703726374
BBB,DDD,Y,E,278.2,AA,306,2023-10-08, 06:05,0.14639845332811488,0.11087207397968653,0.0029279690665622977,0.036199418089264336
BBB,DDD,Y,Q,160.01,AA,306,2023-10-08, 06:05,0.1994954195123027,0.12870269682266364,0.0039899083902460546,0.07170986452344094
BBB,DDD,Y,T,141.83,AA,306,2023-10-08, 06:05,0.24545415033536888,0.1609721009402935,0.0049090830067073776,0.08561047765725396
BBB,DDD,Y,V,196.38,AA,306,2023-10-08, 06:05,0.24016756673732564,0.1687952979999298,0.004803351334746513,0.07247639294794501
BBB,DDD,Y,E,278.2,AA,306,2023-11-08, 06:05,0.11753092165939176,0.07507898136148757,0.002350618433187835,0.04299226611231452
BBB,DDD,Y,L,350.92,AA,306,2023-11-08, 06:05,0.13182723072182442,0.08372267756825676,0.0026365446144364884,0.04871060350011099
BBB,DDD,Y,N,223.65,AA,306,2023-11-08, 06:05,0.15924415578243764,0.08868156040152825,0.003184883115648753,0.07129468976890874
BBB,DDD,Y,I,108.92,AA,306,2023-11-08, 06:05,0.11721817503110644,0.07160840435085288,0.0023443635006221287,0.04614865870217281
BBB,DDD,Y,T,141.83,AA,306,2023-11-08, 06:05,0.2095141243257297,0.11840645289897461,0.004190282486514594,0.09207087232961912
BBB,DDD,Y,P,178.2,AA,306,2023-12-08, 06:05,0.1430073519668574,0.09399689542383584,0.002860147039337148,0.04966790534736339
BBB,DDD,Y,Q,160.01,AA,306,2023-12-08, 06:05,0.15687834277351217,0.0773802315640168,0.0031375668554702437,0.08021932922706607
BBB,DDD,Y,I,108.92,AA,306,2023-12-08, 06:05,0.14111492321439387,0.08825430907081662,0.0028222984642878772,0.05350936287059089
BBB,DDD,Y,O,250.92,AA,306,2023-12-08, 06:05,0.11555338683796115,0.07981338084980671,0.002311067736759223,0.03627124046644806
BBB,DDD,Y,T,141.83,AA,306,2023-12-08, 06:05,0.19553176689528828,0.1310265284222685,0.003910635337905766,0.06540415817601479
BBB,DDD,Y,L,350.92,AA,306,2023-12-08, 06:05,0.11834727630396304,0.07038917631796796,0.002366945526079261,0.048502178833921605
BBB,DDD,Y,T,135.68,AA,306,2023-11-09, 06:05,0.17565073397911782,0.09561062234720684,0.0035130146795823566,0.08084763210864213
BBB,DDD,Y,L,344.77,AA,306,2023-11-09, 06:05,0.10022774085391185,0.05851369234676406,0.002004554817078237,0.042174826274724075
BBB,DDD,Y,V,190.23,AA,306,2023-11-09, 06:05,0.18210934120432515,0.10554702230472497,0.003642186824086503,0.07739953158123912
BBB,DDD,Y,N,217.5,AA,306,2023-11-09, 06:05,0.13773444297945017,0.08126493447109077,0.0027546888595890036,0.057102716127464974
BBB,DDD,Y,H,462.95,AA,306,2023-11-09, 06:05,0.09259359907003335,0.052299860378517596,0.001851871981400667,0.04071941996007323
BBB,DDD,Y,N,217.5,AA,306,2023-12-09, 06:05,0.1818531516974273,0.11261259196419654,0.003637063033948546,0.07007659463286985
BBB,DDD,Y,T,135.68,AA,306,2023-12-09, 06:05,0.21224821952009004,0.14697508596149478,0.004244964390401801,0.06624890393842511
BBB,DDD,Y,S,74.97,AA,306,2023-12-09, 06:05,0.21145572813024632,0.14934324092104564,0.004229114562604926,0.06308461426223971
BBB,DDD,Y,T,135.68,AA,306,2023-09-21, 06:05,0.1968137287153749,0.11329553241542066,0.003936274574307498,0.08442300957593157
BBB,DDD,Y,E,272.05,AA,306,2023-09-21, 06:05,0.1343400110809206,0.0875651765550306,0.0026868002216184125,0.047392436896996674
BBB,DDD,J,J,839.32,AA,306,2023-09-21, 06:05,0.04086179181028374,0.02531218366005259,0.0008172358362056747,0.015737462381495846
BBB,DDD,Y,I,111.89,AA,306,2023-09-21, 06:05,0.1180218872877183,0.07817853185501156,0.002360437745754366,0.04038593836719433
BBB,DDD,Y,Y,736.38,AA,308,2023-11-01, 06:55,0.05789574743791581,0.03342579404467649,0.0011579149487583162,0.024736117960347418
BBB,DDD,Y,Z,,AA,308,2023-11-01, 06:55,0.1089276105658748,0.06849118992177458,0.002178552211317496,0.04093719438993492
BBB,DDD,Y,N,209.1,AA,308,2023-11-01, 06:55,0.16932555142042124,0.10341915886546635,0.003386511028408425,0.06668483422102862
BBB,DDD,Y,B,645.47,AA,308,2023-11-01, 06:55,0.08876419039101897,0.05071035684545046,0.0017752838078203795,0.03846190984401272
BBB,DDD,Y,O,227.29,AA,308,2023-11-01, 06:55,0.11923236722450714,0.0738148421750938,0.0023846473444901427,0.04596567293266875
BBB,DDD,Y,P,172.74,AA,308,2023-11-01, 06:55,0.14214702641517546,0.09002693041361334,0.0028429405283035094,0.052773589624596697
BBB,DDD,Y,E,245.47,AA,308,2023-11-01, 06:55,0.12021642174827392,0.07139301379053672,0.0024043284349654784,0.04937607984245939
BBB,DDD,Y,V,190.92,AA,308,2023-11-01, 06:55,0.22034727664393697,0.12388167362667767,0.004406945532878739,0.09747860725499319
BBB,DDD,J,J,836.38,AA,308,2023-11-01, 06:55,0.04155878591264104,0.027204645019393903,0.0008311757182528208,0.014545199420884905
BBB,DDD,Y,W,554.56,AA,308,2023-11-01, 06:55,0.1387514538142074,0.08480596123460203,0.002775029076284148,0.054583375710480886
BBB,DDD,Y,X,,AA,308,2023-11-01, 06:55,0.10449702102399264,0.06662133330330326,0.002089940420479853,0.03835609268298408
BBB,DDD,Y,L,327.29,AA,308,2023-11-01, 06:55,0.1250742984219207,0.07419200134522123,0.002501485968438414,0.051457302115394524
BBB,DDD,Y,L,327.29,AA,308,2023-12-01, 06:55,0.12209238501922154,0.0677834909334612,0.002441847700384431,0.054870190350925295
BBB,DDD,Y,K,372.74,AA,308,2023-12-01, 06:55,0.09896082954126499,0.05256978690853779,0.0019792165908253,0.04684599601913531
BBB,DDD,Y,X,,AA,308,2023-12-01, 06:55,0.12128871741251222,0.08177370601295127,0.0024257743482502445,0.040072612957426944
BBB,DDD,Y,Z,,AA,308,2023-12-01, 06:55,0.11748959991380664,0.08032378716817291,0.0023497919982761327,0.03770594859126375
BBB,DDD,Y,N,209.1,AA,308,2023-12-01, 06:55,0.13510711616454482,0.07420948949668028,0.0027021423232908965,0.061518755657100264
BBB,DDD,Y,R,281.83,AA,308,2023-12-01, 06:55,0.1281727667544462,0.08697031785132096,0.002563455335088924,0.04179169855423002
BBB,DDD,Y,E,245.47,AA,308,2023-12-01, 06:55,0.1310929899223209,0.09239734099344195,0.002621859798446418,0.039298323744520566
BBB,DDD,Y,W,554.56,AA,308,2023-12-01, 06:55,0.16050550534266655,0.09613141386860463,0.0032101101068533313,0.06511198467414209
BBB,DDD,Y,N,209.1,AA,308,2023-10-02, 06:55,0.1620434567698134,0.09770937704072978,0.0032408691353962684,0.06507904336514493
BBB,DDD,Y,T,136.38,AA,308,2023-10-02, 06:55,0.21971977380173144,0.1289977088878632,0.004394395476034629,0.09173218432793642
BBB,DDD,Y,S,90.92,AA,308,2023-10-02, 06:55,0.18267623796066826,0.10676726096036579,0.0036535247592133654,0.07674879588078029
BBB,DDD,Y,Q,154.56,AA,308,2023-10-02, 06:55,0.15878357717384234,0.1044656855086847,0.003175671543476847,0.0550478686315604
BBB,DDD,Y,E,245.47,AA,308,2023-10-02, 06:55,0.11357860445904776,0.07252490194934755,0.002271572089180955,0.041575858305702346
BBB,DDD,Y,K,372.74,AA,308,2023-10-02, 06:55,0.11142906814908915,0.058282612595492646,0.002228581362981783,0.0536587292697095
BBB,DDD,Y,X,,AA,308,2023-10-02, 06:55,0.13451068310263994,0.09522028318077419,0.0026902136620527988,0.03990878692477682
BBB,DDD,Y,I,109.1,AA,308,2023-10-02, 06:55,0.1219231007925587,0.07174369514102612,0.0024384620158511743,0.050739923665014106
BBB,DDD,Y,T,136.38,AA,308,2023-11-02, 06:55,0.17842955643477085,0.0899475939342157,0.003568591128695417,0.0893022580792361
BBB,DDD,Y,X,,AA,308,2023-11-02, 06:55,0.14760306127458675,0.09538551206616998,0.0029520612254917353,0.05289612590267413
BBB,DDD,Y,E,245.47,AA,308,2023-11-02, 06:55,0.13339826596527718,0.08188297884994825,0.002667965319305544,0.05212855999433777
BBB,DDD,Y,Q,154.56,AA,308,2023-11-02, 06:55,0.15427940331897175,0.07736609558844314,0.003085588066379435,0.07762257762366064
BBB,DDD,Y,V,190.92,AA,308,2023-11-02, 06:55,0.22259666257456906,0.14296570522988655,0.0044519332514913815,0.08065430270173832
BBB,DDD,Y,I,109.1,AA,308,2023-11-02, 06:55,0.13407944718569328,0.09518823811588123,0.0026815889437138657,0.039507613548509596
BBB,DDD,Y,O,227.29,AA,308,2023-11-02, 06:55,0.10071219447114639,0.06400184877766031,0.002014243889422928,0.037173350643420686
BBB,DDD,Y,S,90.92,AA,308,2023-12-02, 06:55,0.20436310514316205,0.1466991398247577,0.004087262102863241,0.05860348540097387
BBB,DDD,Y,T,136.38,AA,308,2023-12-02, 06:55,0.22603118373582246,0.16116391057232948,0.004520623674716449,0.06590640807122498
BBB,DDD,Y,N,209.1,AA,308,2023-12-02, 06:55,0.17975790165091846,0.12641024517264876,0.003595158033018369,0.0541740588686781
BBB,DDD,Y,P,172.74,AA,308,2023-12-02, 06:55,0.1403940502447215,0.10486778354651607,0.0028078810048944303,0.03617170135034478
BBB,DDD,Y,I,109.1,AA,308,2023-12-02, 06:55,0.13943365250133613,0.0937985726204454,0.0027886730500267225,0.04627609928906254
BBB,DDD,Y,V,190.92,AA,308,2023-12-02, 06:55,0.19869732062016193,0.12792750570822967,0.003973946412403239,0.07168328763952965
BBB,DDD,Y,Q,154.56,AA,308,2023-12-02, 06:55,0.16992369505960428,0.10463762835071527,0.0033984739011920857,0.06606725822533756
BBB,DDD,Y,L,327.29,AA,308,2023-12-02, 06:55,0.15455691338408054,0.09587547557719675,0.0030911382676816106,0.05939198349918272
BBB,DDD,Y,R,281.83,AA,308,2023-12-02, 06:55,0.1573804565639354,0.1138045960027162,0.003147609131278708,0.04429938695039888
BBB,DDD,Y,P,172.74,AA,308,2023-10-03, 06:55,0.125194738391252,0.08983085886393066,0.00250389476782504,0.035939438265618164
BBB,DDD,Y,T,136.38,AA,308,2023-10-03, 06:55,0.16509386374325727,0.09301396790224267,0.0033018772748651453,0.07283888313662808
BBB,DDD,Y,T,136.38,AA,308,2023-11-03, 06:55,0.1760830894150167,0.10983106518579859,0.0035216617883003344,0.06706153237693589
BBB,DDD,Y,Q,154.56,AA,308,2023-11-03, 06:55,0.168001939850557,0.11418199104719727,0.0033600387970111403,0.05459230541973463
BBB,DDD,Y,E,263.65,AA,308,2023-11-03, 06:55,0.10799049638842753,0.06533771217457986,0.0021598099277685507,0.0431492497574325
BBB,DDD,Y,E,263.65,AA,308,2023-12-03, 06:55,0.12782831719707718,0.07866368056748695,0.0025565663439415438,0.0497523027400831
BBB,DDD,Y,I,109.1,AA,308,2023-12-03, 06:55,0.12243038511243154,0.08537480609867434,0.002448607702248631,0.0376184291693627
BBB,DDD,Y,O,245.47,AA,308,2023-12-03, 06:55,0.13527585046267473,0.0831654574236287,0.002705517009253495,0.05273229775177451
BBB,DDD,Y,T,136.38,AA,308,2023-12-03, 06:55,0.2238113217552062,0.1416716034168888,0.004476226435104124,0.08316864785741108
BBB,DDD,Y,T,136.38,AA,308,2023-11-04, 06:55,0.2316532127319647,0.15689385051226376,0.004633064254639294,0.07582434332478333
BBB,DDD,Y,I,109.1,AA,308,2023-11-04, 06:55,0.12307890938991099,0.08545984791595657,0.00246157818779822,0.03818489309523251
BBB,DDD,Y,R,290.92,AA,308,2023-10-05, 06:55,0.13057443742114413,0.08190529449952563,0.0026114887484228826,0.04926943379183915
BBB,DDD,Y,N,218.2,AA,308,2023-10-05, 06:55,0.1254136879186619,0.0727999383006428,0.002508273758373238,0.05319031493467029
BBB,DDD,Y,X,,AA,308,2023-11-05, 06:55,0.13874190361383149,0.09152303455061736,0.00277483807227663,0.04785670828887966
BBB,DDD,Y,L,336.38,AA,308,2023-11-05, 06:55,0.15497143166938063,0.09781645865273256,0.0030994286333876127,0.05786742437706335
BBB,DDD,Y,T,136.38,AA,308,2023-12-05, 06:55,0.19073476265161673,0.10899995747412157,0.003814695253032335,0.08261167157581005
BBB,DDD,Y,Q,156.38,AA,308,2023-10-06, 06:55,0.1699871635846963,0.11292425929475894,0.003399743271693926,0.05784438759072677
BBB,DDD,Y,P,175.47,AA,308,2023-10-06, 06:55,0.11050297694390912,0.06651227060526944,0.0022100595388781824,0.044498722528498375
BBB,DDD,Y,O,248.2,AA,308,2023-10-06, 06:55,0.13901871363961552,0.09500607949415459,0.0027803742727923104,0.044651745951997154
BBB,DDD,Y,H,469.1,AA,308,2023-10-06, 06:55,0.10160925868367798,0.06593272153343176,0.0020321851736735596,0.03614366618041751
BBB,DDD,Y,T,138.2,AA,308,2023-10-06, 06:55,0.17271784337263044,0.1105398825632514,0.003454356867452609,0.0629719978854599
BBB,DDD,Y,Y,744.56,AA,308,2023-10-06, 06:55,0.07042158566188476,0.04233098697912949,0.0014084317132376954,0.02841434838272867
BBB,DDD,Y,X,,AA,308,2023-10-06, 06:55,0.13397126980381202,0.08857287909050189,0.0026794253960762404,0.046014297867293955
BBB,DDD,Y,P,175.47,AA,308,2023-11-06, 06:55,0.11157570528261997,0.07399720530052326,0.0022315141056523996,0.03809144783423689
BBB,DDD,Y,Q,156.38,AA,308,2023-11-06, 06:55,0.1618185600573159,0.09064176896812479,0.003236371201146318,0.07192072080585807
BBB,DDD,Y,I,109.1,AA,308,2023-11-06, 06:55,0.13076095720845785,0.09309392628971494,0.002615219144169157,0.038268179277823194
BBB,DDD,Y,E,278.2,AA,308,2023-10-07, 06:55,0.1360839885792288,0.09499553813744252,0.002721679771584576,0.04171407041412317
BBB,DDD,Y,Q,160.01,AA,308,2023-10-07, 06:55,0.19050500398343823,0.12424043923060699,0.0038101000796687645,0.06714037487984534
BBB,DDD,Y,I,109.1,AA,308,2023-10-07, 06:55,0.14028931158838573,0.0933140243666305,0.0028057862317677146,0.04762024035806037
BBB,DDD,Y,T,141.83,AA,308,2023-10-07, 06:55,0.21946350584620722,0.13505161675670954,0.004389270116924145,0.0854208303609135
BBB,DDD,Y,X,,AA,308,2023-10-07, 06:55,0.14342954194530877,0.09693076414868934,0.0028685908389061753,0.047158167538211816
BBB,DDD,Y,L,350.92,AA,308,2023-10-07, 06:55,0.1312486996850791,0.08329437305185249,0.002624973993701582,0.0485577172945639
BBB,DDD,Y,N,223.65,AA,308,2023-10-07, 06:55,0.18113543284803374,0.11984852669298773,0.0036227086569606748,0.06211964148027234
BBB,DDD,Y,I,109.1,AA,308,2023-11-07, 06:55,0.1286979834065313,0.09329233379350681,0.002573959668130626,0.03599731384670273
BBB,DDD,Y,N,223.65,AA,308,2023-11-07, 06:55,0.161128038970739,0.0914170336296665,0.00322256077941478,0.07045176051981185
BBB,DDD,Y,T,141.83,AA,308,2023-11-07, 06:55,0.17544719064588263,0.11180776807799624,0.0035089438129176525,0.06444600729327866
BBB,DDD,Y,E,278.2,AA,308,2023-11-07, 06:55,0.11250778557161657,0.07640357409639993,0.0022501557114323317,0.036621444387272425
BBB,DDD,Y,W,569.1,AA,308,2023-12-07, 06:55,0.18037207507336112,0.10543283133226197,0.003607441501467222,0.07576846967572881
BBB,DDD,Y,P,178.2,AA,308,2023-12-07, 06:55,0.1206926256047404,0.0702114682133028,0.002413852512094808,0.05103601853182916
BBB,DDD,J,D,387.58,AA,308,2023-12-07, 06:55,0.10581024328712102,0.0684083515107098,0.0021162048657424205,0.03788833402556465
BBB,DDD,Y,Q,160.01,AA,308,2023-12-07, 06:55,0.16088521712160622,0.10395581558968613,0.0032177043424321244,0.05766904038389594
BBB,DDD,Y,X,,AA,308,2023-12-07, 06:55,0.13125451934664045,0.09127413221833831,0.002625090386932809,0.04058380454441447
BBB,DDD,Y,Y,750.92,AA,308,2023-12-07, 06:55,0.0733744393002238,0.04704856892245651,0.0014674887860044762,0.026663195254591557
BBB,DDD,Y,O,250.92,AA,308,2023-12-07, 06:55,0.11088115463997693,0.07111962752919655,0.0022176230927995386,0.040271281899883715
BBB,DDD,Y,V,196.38,AA,308,2023-12-07, 06:55,0.18738795905218208,0.10034776179969737,0.0037477591810436417,0.08790167736474819
BBB,DDD,Y,T,141.83,AA,308,2023-10-08, 06:55,0.22245739331535605,0.14581848522444255,0.004449147866307121,0.07766161318432768
BBB,DDD,Y,O,250.92,AA,308,2023-10-08, 06:55,0.15249207585654795,0.1054698691483791,0.003049841517130959,0.04772325970694562
BBB,DDD,J,D,383.65,AA,308,2023-10-08, 06:55,0.13760541596005307,0.10117480432014028,0.0027521083192010615,0.03706322608210498
BBB,DDD,Y,P,178.2,AA,308,2023-10-08, 06:55,0.1602976829405927,0.10835953349834074,0.003205953658811854,0.05267508721879707
BBB,DDD,Y,I,104.75,AA,308,2023-10-08, 06:55,0.12681901866945133,0.07888549487257801,0.0025363803733890267,0.04851654985144537
BBB,DDD,Y,E,278.2,AA,308,2023-11-08, 06:55,0.12864602506994674,0.0841362385345864,0.0025729205013989348,0.04510121190057628
BBB,DDD,Y,N,223.65,AA,308,2023-11-08, 06:55,0.14416526692006063,0.08254374863531298,0.0028833053384012125,0.06228429038045205
BBB,DDD,Y,I,108.92,AA,308,2023-11-08, 06:55,0.12007802380600305,0.07798416970687523,0.002401560476120061,0.04264588972592049
BBB,DDD,Y,O,250.92,AA,308,2023-11-08, 06:55,0.1428369728081646,0.09302790466277648,0.002856739456163292,0.05046573366430703
BBB,DDD,Y,T,141.83,AA,308,2023-11-08, 06:55,0.18894110473210296,0.10733372905146146,0.003778822094642059,0.0824759960815418
BBB,DDD,Y,I,108.92,AA,308,2023-12-08, 06:55,0.10862546184284698,0.0657180494922549,0.0021725092368569394,0.04340679702576745
BBB,DDD,Y,O,250.92,AA,308,2023-12-08, 06:55,0.10255722546827921,0.06613546038809373,0.0020511445093655844,0.0368932522053814
BBB,DDD,Y,K,405.47,AA,308,2023-12-08, 06:55,0.10733281072840536,0.06968772115470553,0.0021466562145681075,0.03813853153391731
BBB,DDD,Y,L,344.77,AA,308,2023-10-09, 06:55,0.11955860356071037,0.07757859493256268,0.0023911720712142073,0.04252965632023265
BBB,DDD,Y,T,135.68,AA,308,2023-10-09, 06:55,0.2054379902396936,0.11354383515013149,0.004108759804793872,0.09283861674969253
BBB,DDD,Y,V,190.23,AA,308,2023-10-09, 06:55,0.18199977239233311,0.09995564150880298,0.0036399954478466626,0.08288083984362299
BBB,DDD,J,J,839.32,AA,308,2023-10-09, 06:55,0.038499713661049095,0.023915108081589965,0.0007699942732209819,0.014761600610594488
BBB,DDD,Y,Q,153.86,AA,308,2023-10-09, 06:55,0.16103538494825428,0.09464263303906059,0.0032207076989650856,0.06713308112887947
BBB,DDD,Y,R,299.32,AA,308,2023-10-09, 06:55,0.13760480604288083,0.09298844976308482,0.0027520961208576168,0.04524896791801125
BBB,DDD,Y,X,,AA,308,2023-10-09, 06:55,0.1288887988562367,0.08219240476325217,0.002577775977124734,0.04728893556400431
BBB,DDD,Y,Z,,AA,308,2023-11-09, 06:55,0.12513257730029617,0.0885910710066428,0.0025026515460059235,0.03711677925828636
BBB,DDD,Y,T,135.68,AA,308,2023-11-09, 06:55,0.18015651497184823,0.11232447021461366,0.0036031302994369648,0.06866027969574375
BBB,DDD,Y,Q,153.86,AA,308,2023-11-09, 06:55,0.1768494924092585,0.10265297235376196,0.0035369898481851705,0.07500955159362246
BBB,DDD,Y,X,,AA,308,2023-11-09, 06:55,0.14392619278246835,0.09554513069126584,0.002878523855649367,0.04904273508952661
BBB,DDD,Y,L,344.77,AA,308,2023-11-09, 06:55,0.14175616479125736,0.08229431404891839,0.002835123295825147,0.060113547454209354
BBB,DDD,Y,V,190.23,AA,308,2023-11-09, 06:55,0.19296130482902507,0.1179755173017641,0.0038592260965805013,0.0758728900251345
BBB,DDD,J,D,466.59,AA,308,2023-11-09, 06:55,0.10856731310321562,0.06495255966358747,0.0021713462620643123,0.044113870787153425
BBB,DDD,Y,E,272.05,AA,308,2023-12-09, 06:55,0.14557668348858527,0.10189278955169118,0.0029115336697717055,0.04435315474889623
BBB,DDD,Y,V,190.23,AA,308,2023-12-09, 06:55,0.2200738206091553,0.143983414464733,0.004401476412183107,0.07710215322061428
BBB,DDD,Y,O,244.77,AA,308,2023-12-09, 06:55,0.14175842806495315,0.09209629271946934,0.002835168561299063,0.05031384246231986
BBB,DDD,Y,I,109.3,AA,308,2023-12-09, 06:55,0.14266500490414816,0.10085314787120682,0.002853300098082963,0.04246773196248613
BBB,DDD,Y,S,74.97,AA,308,2023-12-09, 06:55,0.2291762450605791,0.14789950681744662,0.004583524901211582,0.08233033196559746
BBB,DDD,Y,T,135.68,AA,308,2023-09-21, 06:55,0.19152570968244265,0.10845263894429322,0.003830514193648853,0.0839535733633615
BBB,DDD,Y,N,217.5,AA,308,2023-09-21, 06:55,0.15254091438038986,0.0871668143908984,0.0030508182876077972,0.0660753775139913
BBB,DDD,Y,E,272.05,AA,308,2023-09-21, 06:55,0.1291407784368671,0.0873212661986384,0.0025828155687373424,0.04241321213692179
BBB,DDD,Y,R,299.32,AA,308,2023-09-21, 06:55,0.13371133603776608,0.08559691008593112,0.0026742267207553218,0.048729138110307414
BBB,DDD,Y,Q,153.86,AA,308,2023-09-21, 06:55,0.16987683926711075,0.11176909268924096,0.003397536785342215,0.05888872268382139
BBB,DDD,Y,P,172.05,AA,308,2023-09-21, 06:55,0.10687203668260183,0.06494269310385996,0.0021374407336520367,0.04242066721887776
BBB,DDD,Y,I,111.89,AA,308,2023-09-21, 06:55,0.11799146056806896,0.07780618316948296,0.0023598292113613793,0.040727720452080195
BBB,DDD,Y,V,190.23,AA,308,2023-09-21, 06:55,0.21140309464931162,0.1342542323276909,0.004228061892986233,0.0781207474023511
BBB,DDD,Y,Z,,AA,314,2023-10-01, 07:55,0.14316967056032304,0.0980539861532749,0.002863393411206461,0.045773879439914074
BBB,DDD,Y,K,372.74,AA,314,2023-10-01, 07:55,0.13406786820472957,0.08382544536689487,0.0026813573640945914,0.050858774084393585
BBB,DDD,Y,W,554.56,AA,314,2023-10-01, 07:55,0.19298566910211232,0.1209207027564171,0.0038597133820422462,0.07295218085362967
BBB,DDD,Y,V,190.92,AA,314,2023-10-01, 07:55,0.2435542245780785,0.1697694640502395,0.00487108449156157,0.07490445424665118
BBB,DDD,Y,H,463.65,AA,314,2023-10-01, 07:55,0.11276636972150286,0.06785219437970223,0.0022553273944300573,0.04543259704476701
BBB,DDD,Y,T,136.38,AA,314,2023-10-01, 07:55,0.19320320426222,0.11501755792331225,0.0038640640852444005,0.07907386092291491
BBB,DDD,Y,B,645.47,AA,314,2023-10-01, 07:55,0.09568720872524056,0.06681458908318062,0.0019137441745048112,0.029312523186192367
