Origin,Destination,Cabin,Booking Class,Booking Class Fare USD,Airline,Flight number,Dep_Date,Dep_time,match_key,overbooking,no_show,denied_boarding,cancellation
BBB,DDD,Y,N,218.2,AA,306,2023-10-03, 06:05,BBB_DDD_Y_N_AA_306_2023-10-03_ 06:05,0.12824000671733657,0.07789822769077953,0.0025648001343467315,0.05010110035387261
BBB,DDD,Y,T,136.38,AA,306,2023-10-03, 06:05,BBB_DDD_Y_T_AA_306_2023-10-03_ 06:05,0.21430411573137712,0.1295441099601569,0.004286082314627542,0.08435780343635348
BBB,DDD,Y,G,179.8,AA,306,2023-10-03, 06:05,BBB_DDD_Y_G_AA_306_2023-10-03_ 06:05,0.18190244484458684,0.11435907823632266,0.0036380488968917367,0.06720197518055046
BBB,DDD,Y,P,172.74,AA,306,2023-10-03, 06:05,BBB_DDD_Y_P_AA_306_2023-10-03_ 06:05,0.1201976421364917,0.07283115955295191,0.0024039528427298343,0.047140897684492054
BBB,DDD,Y,V,190.92,AA,306,2023-10-03, 06:05,BBB_DDD_Y_V_AA_306_2023-10-03_ 06:05,0.19641961317714177,0.10839336744556252,0.003928392263542835,0.08765760872820741
BBB,DDD,J,C,600.01,AA,306,2023-10-03, 06:05,BBB_DDD_J_C_AA_306_2023-10-03_ 06:05,0.129215530638103,0.0756880846090544,0.00258431061276206,0.053284936509591554
BBB,DDD,Y,B,645.47,AA,306,2023-10-03, 06:05,BBB_DDD_Y_B_AA_306_2023-10-03_ 06:05,0.08914131019063029,0.05469804240307656,0.0017828262038126058,0.03427596888631989
BBB,DDD,Y,O,245.47,AA,306,2023-10-03, 06:05,BBB_DDD_Y_O_AA_306_2023-10-03_ 06:05,0.11316897596913131,0.07323911593835115,0.002263379519382626,0.03971746641335512
BBB,DDD,Y,E,263.65,AA,306,2023-10-03, 06:05,BBB_DDD_Y_E_AA_306_2023-10-03_ 06:05,0.132757066177331,0.0885202525663953,0.00265514132354662,0.04398765739755942
BBB,DDD,Y,K,400.01,AA,306,2023-10-03, 06:05,BBB_DDD_Y_K_AA_306_2023-10-03_ 06:05,0.10169133033662613,0.05499091289152566,0.0020338266067325226,0.04650956487860864
BBB,DDD,J,D,452.59,AA,306,2023-10-03, 06:05,BBB_DDD_J_D_AA_306_2023-10-03_ 06:05,0.10983123844809736,0.06876548556983554,0.0021966247689619474,0.040859623470087036
BBB,DDD,Y,Q,154.56,AA,306,2023-10-03, 06:05,BBB_DDD_Y_Q_AA_306_2023-10-03_ 06:05,0.16758676458195668,0.10655828994589885,0.0033517352916391336,0.060713950634605066
BBB,DDD,J,J,836.38,AA,306,2023-10-03, 06:05,BBB_DDD_J_J_AA_306_2023-10-03_ 06:05,0.04606907949024435,0.028278589632757117,0.000921381589804887,0.0177040281893438
BBB,DDD,Y,W,554.56,AA,306,2023-10-03, 06:05,BBB_DDD_Y_W_AA_306_2023-10-03_ 06:05,0.17019035693581336,0.10315290523712504,0.0034038071387162672,0.06671804131920132
BBB,DDD,Y,M,158.58,AA,306,2023-10-03, 06:05,BBB_DDD_Y_M_AA_306_2023-10-03_ 06:05,0.1362511015178049,0.08604469556461627,0.002725022030356098,0.049950692193461696
BBB,DDD,Y,L,336.38,AA,306,2023-10-03, 06:05,BBB_DDD_Y_L_AA_306_2023-10-03_ 06:05,0.1268213632188145,0.06835413865638544,0.00253642726437629,0.05822920837583597
BBB,DDD,Y,Y,736.38,AA,306,2023-10-03, 06:05,BBB_DDD_Y_Y_AA_306_2023-10-03_ 06:05,0.06838176291694509,0.03940693217412431,0.0013676352583389018,0.02884649300831841
BBB,DDD,Y,R,290.92,AA,306,2023-10-03, 06:05,BBB_DDD_Y_R_AA_306_2023-10-03_ 06:05,0.1391998533970412,0.08969629863746954,0.002783997067940824,0.04924230683225899
BBB,DDD,Y,N,218.2,AA,306,2023-11-03, 06:05,BBB_DDD_Y_N_AA_306_2023-11-03_ 06:05,0.1513016288519567,0.0916918253888743,0.003026032577039134,0.05932584312855633
BBB,DDD,Y,T,136.38,AA,306,2023-11-03, 06:05,BBB_DDD_Y_T_AA_306_2023-11-03_ 06:05,0.21330432334935956,0.13373516400974758,0.004266086466987192,0.07916883339815492
BBB,DDD,Y,G,179.8,AA,306,2023-11-03, 06:05,BBB_DDD_Y_G_AA_306_2023-11-03_ 06:05,0.19035838832515609,0.10893340941671259,0.003807167766503122,0.08106771750921858
BBB,DDD,Y,B,645.47,AA,306,2023-11-03, 06:05,BBB_DDD_Y_B_AA_306_2023-11-03_ 06:05,0.08458668536598109,0.05658562346630563,0.0016917337073196219,0.027842311041173608
BBB,DDD,Y,H,463.65,AA,306,2023-11-03, 06:05,BBB_DDD_Y_H_AA_306_2023-11-03_ 06:05,0.09614225025170799,0.05904401984932672,0.0019228450050341598,0.036917792255411426
BBB,DDD,Y,Y,736.38,AA,306,2023-11-03, 06:05,BBB_DDD_Y_Y_AA_306_2023-11-03_ 06:05,0.0667377258263065,0.04163391783880894,0.0013347545165261299,0.024978555753962836
BBB,DDD,Y,L,336.38,AA,306,2023-11-03, 06:05,BBB_DDD_Y_L_AA_306_2023-11-03_ 06:05,0.12103305151728401,0.07106504486518854,0.00242066103034568,0.0497408538708707
BBB,DDD,Y,M,158.58,AA,306,2023-11-03, 06:05,BBB_DDD_Y_M_AA_306_2023-11-03_ 06:05,0.13540268399526778,0.07352519568030995,0.0027080536799053557,0.061623366850868076
BBB,DDD,Y,S,90.92,AA,306,2023-11-03, 06:05,BBB_DDD_Y_S_AA_306_2023-11-03_ 06:05,0.16865024360005856,0.09363751464147611,0.0033730048720011716,0.07469620903772002
BBB,DDD,Y,Q,154.56,AA,306,2023-11-03, 06:05,BBB_DDD_Y_Q_AA_306_2023-11-03_ 06:05,0.17029112002106306,0.11386828959660752,0.0034058224004212614,0.056103230934516655
BBB,DDD,J,D,452.59,AA,306,2023-11-03, 06:05,BBB_DDD_J_D_AA_306_2023-11-03_ 06:05,0.11949923197529068,0.07595402177212675,0.0023899846395058137,0.04332093606847821
BBB,DDD,Y,W,554.56,AA,306,2023-11-03, 06:05,BBB_DDD_Y_W_AA_306_2023-11-03_ 06:05,0.1634864101984534,0.09213096904463965,0.0032697282039690677,0.07104861262802277
BBB,DDD,Y,R,290.92,AA,306,2023-11-03, 06:05,BBB_DDD_Y_R_AA_306_2023-11-03_ 06:05,0.13389319336734737,0.08981943508772237,0.0026778638673469472,0.04382246980198039
BBB,DDD,Y,E,263.65,AA,306,2023-11-03, 06:05,BBB_DDD_Y_E_AA_306_2023-11-03_ 06:05,0.12537116930296824,0.08164888038583552,0.002507423386059365,0.04348699442991982
BBB,DDD,Y,K,400.01,AA,306,2023-11-03, 06:05,BBB_DDD_Y_K_AA_306_2023-11-03_ 06:05,0.10263194243046532,0.06585628630863773,0.0020526388486093064,0.03658303823048861
BBB,DDD,Y,V,190.92,AA,306,2023-11-03, 06:05,BBB_DDD_Y_V_AA_306_2023-11-03_ 06:05,0.2307430115290368,0.14160347543955445,0.004614860230580736,0.0887064815133981
BBB,DDD,Y,I,109.1,AA,306,2023-11-03, 06:05,BBB_DDD_Y_I_AA_306_2023-11-03_ 06:05,0.13019856538628247,0.07750024001613497,0.0026039713077256493,0.05245397090772412
BBB,DDD,Y,O,245.47,AA,306,2023-11-03, 06:05,BBB_DDD_Y_O_AA_306_2023-11-03_ 06:05,0.13353221415972463,0.08867028851462891,0.002670644283194493,0.044611314647114306
BBB,DDD,J,J,836.38,AA,306,2023-11-03, 06:05,BBB_DDD_J_J_AA_306_2023-11-03_ 06:05,0.0433283074308289,0.025143764748971474,0.000866566148616578,0.01810322484829632
BBB,DDD,Y,P,172.74,AA,306,2023-11-03, 06:05,BBB_DDD_Y_P_AA_306_2023-11-03_ 06:05,0.13008426115571142,0.07784648015777301,0.0026016852231142283,0.05199364105975905
BBB,DDD,J,C,600.01,AA,306,2023-11-03, 06:05,BBB_DDD_J_C_AA_306_2023-11-03_ 06:05,0.11394291682133106,0.06471187718392866,0.0022788583364266213,0.04901719350089372
BBB,DDD,Y,Y,736.38,AA,306,2023-10-05, 06:05,BBB_DDD_Y_Y_AA_306_2023-10-05_ 06:05,0.06952463000635056,0.04136584958152433,0.0013904926001270114,0.0280282977767265
BBB,DDD,J,J,836.38,AA,306,2023-10-05, 06:05,BBB_DDD_J_J_AA_306_2023-10-05_ 06:05,0.04120014162592579,0.02282524848704282,0.0008240028325185158,0.01829756941086107
BBB,DDD,Y,P,172.74,AA,306,2023-10-05, 06:05,BBB_DDD_Y_P_AA_306_2023-10-05_ 06:05,0.12140411347760875,0.08229518418327277,0.002428082269552175,0.038881080110308525
BBB,DDD,Y,W,554.56,AA,306,2023-10-05, 06:05,BBB_DDD_Y_W_AA_306_2023-10-05_ 06:05,0.1862001156155236,0.11218748564209445,0.0037240023123104723,0.07366317274999956
BBB,DDD,J,D,395.76,AA,306,2023-10-05, 06:05,BBB_DDD_J_D_AA_306_2023-10-05_ 06:05,0.1359622155020687,0.09047596324053092,0.0027192443100413737,0.04523108067819247
BBB,DDD,Y,Q,154.56,AA,306,2023-10-05, 06:05,BBB_DDD_Y_Q_AA_306_2023-10-05_ 06:05,0.18428609822778175,0.11483148063937053,0.003685721964555635,0.0691087525603984
BBB,DDD,Y,K,400.01,AA,306,2023-10-05, 06:05,BBB_DDD_Y_K_AA_306_2023-10-05_ 06:05,0.09199231887938018,0.055228025500307344,0.0018398463775876038,0.03659164375301773
BBB,DDD,Y,E,263.65,AA,306,2023-10-05, 06:05,BBB_DDD_Y_E_AA_306_2023-10-05_ 06:05,0.12156246540959632,0.07319562563616053,0.0024312493081919263,0.04813869339718429
BBB,DDD,Y,R,290.92,AA,306,2023-10-05, 06:05,BBB_DDD_Y_R_AA_306_2023-10-05_ 06:05,0.13891204167333088,0.09219590329386476,0.0027782408334666177,0.04645543061232201
BBB,DDD,Y,L,336.38,AA,306,2023-10-05, 06:05,BBB_DDD_Y_L_AA_306_2023-10-05_ 06:05,0.11400546763274581,0.07344073605642161,0.0022801093526549163,0.04035076804551203
BBB,DDD,Y,S,76.95,AA,306,2023-10-05, 06:05,BBB_DDD_Y_S_AA_306_2023-10-05_ 06:05,0.20052239941289765,0.11433354122954217,0.004010447988257953,0.08581252114026276
BBB,DDD,Y,M,153.25,AA,306,2023-10-05, 06:05,BBB_DDD_Y_M_AA_306_2023-10-05_ 06:05,0.1510959353131592,0.09327340881130289,0.0030219187062631844,0.057538952209480174
BBB,DDD,Y,G,179.8,AA,306,2023-10-05, 06:05,BBB_DDD_Y_G_AA_306_2023-10-05_ 06:05,0.16698303743773568,0.09941692588004566,0.0033396607487547136,0.06725272062111659
BBB,DDD,Y,T,136.38,AA,306,2023-10-05, 06:05,BBB_DDD_Y_T_AA_306_2023-10-05_ 06:05,0.19714772668651745,0.10474351754409712,0.003942954533730349,0.09203420562794569
BBB,DDD,Y,N,218.2,AA,306,2023-10-05, 06:05,BBB_DDD_Y_N_AA_306_2023-10-05_ 06:05,0.1367700452728019,0.08306067824539905,0.002735400905456038,0.05345267932282556
BBB,DDD,Y,H,463.65,AA,306,2023-10-05, 06:05,BBB_DDD_Y_H_AA_306_2023-10-05_ 06:05,0.08220246634384006,0.04651631010459428,0.001644049326876801,0.03553188004262462
BBB,DDD,Y,B,645.47,AA,306,2023-10-05, 06:05,BBB_DDD_Y_B_AA_306_2023-10-05_ 06:05,0.08029014802722298,0.051497432441828236,0.0016058029605444597,0.028642028395402447
BBB,DDD,Y,O,245.47,AA,306,2023-10-05, 06:05,BBB_DDD_Y_O_AA_306_2023-10-05_ 06:05,0.12382299960782334,0.07767982446933136,0.0024764599921564667,0.04591078622994252
BBB,DDD,Y,I,104.56,AA,306,2023-10-05, 06:05,BBB_DDD_Y_I_AA_306_2023-10-05_ 06:05,0.14140317649434153,0.09481666431207218,0.0028280635298868306,0.04632112909548397
BBB,DDD,Y,V,190.92,AA,306,2023-10-05, 06:05,BBB_DDD_Y_V_AA_306_2023-10-05_ 06:05,0.20451066335471507,0.13451790884562376,0.004090213267094301,0.06960893235977936
BBB,DDD,J,C,600.01,AA,306,2023-10-05, 06:05,BBB_DDD_J_C_AA_306_2023-10-05_ 06:05,0.12913924337477575,0.07787570600315137,0.002582784867495515,0.0510211710268111
BBB,DDD,Y,Y,736.38,AA,306,2023-11-05, 06:05,BBB_DDD_Y_Y_AA_306_2023-11-05_ 06:05,0.07135821035685434,0.04852029077733638,0.0014271642071370869,0.02270399569887065
BBB,DDD,J,J,836.38,AA,306,2023-11-05, 06:05,BBB_DDD_J_J_AA_306_2023-11-05_ 06:05,0.04803388996311047,0.029992590792514182,0.0009606777992622094,0.017951149979434183
BBB,DDD,Y,I,104.56,AA,306,2023-11-05, 06:05,BBB_DDD_Y_I_AA_306_2023-11-05_ 06:05,0.14634605067896192,0.10559311600169294,0.0029269210135792383,0.04047827488792837
BBB,DDD,Y,V,190.92,AA,306,2023-11-05, 06:05,BBB_DDD_Y_V_AA_306_2023-11-05_ 06:05,0.2514816687109258,0.15219462621370167,0.005029633374218516,0.09881506596057887
BBB,DDD,J,C,600.01,AA,306,2023-11-05, 06:05,BBB_DDD_J_C_AA_306_2023-11-05_ 06:05,0.13014402905125105,0.08075103754139941,0.002602880581025021,0.04914873940029819
BBB,DDD,Y,P,172.74,AA,306,2023-11-05, 06:05,BBB_DDD_Y_P_AA_306_2023-11-05_ 06:05,0.16291372861064576,0.11333316544969442,0.0032582745722129153,0.04927480943426521
BBB,DDD,Y,B,645.47,AA,306,2023-11-05, 06:05,BBB_DDD_Y_B_AA_306_2023-11-05_ 06:05,0.09736034426736981,0.06683247001592979,0.0019472068853473962,0.03034515000625169
BBB,DDD,Y,O,245.47,AA,306,2023-11-05, 06:05,BBB_DDD_Y_O_AA_306_2023-11-05_ 06:05,0.14747982357752729,0.10795926043500481,0.0029495964715505456,0.03924377550740785
BBB,DDD,Y,Q,154.56,AA,306,2023-11-05, 06:05,BBB_DDD_Y_Q_AA_306_2023-11-05_ 06:05,0.16453580681015226,0.11035085819987406,0.0032907161362030453,0.05387615059469939
BBB,DDD,Y,K,400.01,AA,306,2023-11-05, 06:05,BBB_DDD_Y_K_AA_306_2023-11-05_ 06:05,0.11343309107185949,0.06655644530133335,0.00226866182143719,0.046663756466349446
BBB,DDD,Y,W,554.56,AA,306,2023-11-05, 06:05,BBB_DDD_Y_W_AA_306_2023-11-05_ 06:05,0.21429352862120796,0.13372824271166722,0.004285870572424159,0.08016310344438304
BBB,DDD,J,D,395.76,AA,306,2023-11-05, 06:05,BBB_DDD_J_D_AA_306_2023-11-05_ 06:05,0.16202082765786893,0.11359316627935655,0.0032404165531573787,0.04812358343321189
BBB,DDD,Y,S,76.95,AA,306,2023-11-05, 06:05,BBB_DDD_Y_S_AA_306_2023-11-05_ 06:05,0.20871328629464478,0.14320512480166736,0.004174265725892896,0.06511645193210908
BBB,DDD,Y,E,263.65,AA,306,2023-11-05, 06:05,BBB_DDD_Y_E_AA_306_2023-11-05_ 06:05,0.12519671861571513,0.08564308907308645,0.002503934372314303,0.039318662461511084
BBB,DDD,Y,R,290.92,AA,306,2023-11-05, 06:05,BBB_DDD_Y_R_AA_306_2023-11-05_ 06:05,0.1371615718376171,0.09240125889980366,0.002743231436752342,0.04450289042281035
BBB,DDD,Y,L,336.38,AA,306,2023-11-05, 06:05,BBB_DDD_Y_L_AA_306_2023-11-05_ 06:05,0.14575496055951753,0.10186377010392565,0.002915099211190351,0.04361764001417653
BBB,DDD,Y,N,218.2,AA,306,2023-11-05, 06:05,BBB_DDD_Y_N_AA_306_2023-11-05_ 06:05,0.17085295467185885,0.10526536139551929,0.003417059093437177,0.06526693934464357
BBB,DDD,Y,H,463.65,AA,306,2023-11-05, 06:05,BBB_DDD_Y_H_AA_306_2023-11-05_ 06:05,0.10564528959017712,0.06357991351242177,0.0021129057918035424,0.04186710278750225
BBB,DDD,Y,M,153.25,AA,306,2023-11-05, 06:05,BBB_DDD_Y_M_AA_306_2023-11-05_ 06:05,0.14198968819207708,0.09606049813588724,0.002839793763841542,0.04566270621418355
BBB,DDD,Y,G,179.8,AA,306,2023-11-05, 06:05,BBB_DDD_Y_G_AA_306_2023-11-05_ 06:05,0.17928562874320592,0.1090519083709855,0.0035857125748641186,0.06989724014064636
BBB,DDD,Y,T,136.38,AA,306,2023-11-05, 06:05,BBB_DDD_Y_T_AA_306_2023-11-05_ 06:05,0.22777000407129647,0.15480797343533914,0.00455540008142593,0.07253455574991774
BBB,DDD,Y,Y,736.38,AA,306,2023-12-05, 06:05,BBB_DDD_Y_Y_AA_306_2023-12-05_ 06:05,0.06752100445264765,0.04300456119594275,0.0013504200890529531,0.02438972097911018
BBB,DDD,J,J,836.38,AA,306,2023-12-05, 06:05,BBB_DDD_J_J_AA_306_2023-12-05_ 06:05,0.045779599105871,0.025584277898270707,0.0009155919821174199,0.0201094028313395
BBB,DDD,Y,O,245.47,AA,306,2023-12-05, 06:05,BBB_DDD_Y_O_AA_306_2023-12-05_ 06:05,0.12471329793772845,0.08774869162600597,0.002494265958754569,0.03673054650634591
BBB,DDD,Y,B,645.47,AA,306,2023-12-05, 06:05,BBB_DDD_Y_B_AA_306_2023-12-05_ 06:05,0.08687694805645006,0.05241988690638537,0.0017375389611290013,0.034294011965334145
BBB,DDD,Y,I,109.1,AA,306,2023-12-05, 06:05,BBB_DDD_Y_I_AA_306_2023-12-05_ 06:05,0.11683339459360352,0.07705883115251533,0.0023366678918720703,0.039555292504850764
BBB,DDD,J,C,600.01,AA,306,2023-12-05, 06:05,BBB_DDD_J_C_AA_306_2023-12-05_ 06:05,0.14385434743169684,0.09475731060836265,0.0028770869486339366,0.0488270534204476
BBB,DDD,Y,V,190.92,AA,306,2023-12-05, 06:05,BBB_DDD_Y_V_AA_306_2023-12-05_ 06:05,0.21290527362133446,0.12871659734301866,0.00425810547242669,0.08378909926662986
BBB,DDD,Y,P,172.74,AA,306,2023-12-05, 06:05,BBB_DDD_Y_P_AA_306_2023-12-05_ 06:05,0.10287476581834126,0.06493530846865417,0.0020574953163668254,0.03774638373152631
BBB,DDD,Y,G,179.8,AA,306,2023-12-05, 06:05,BBB_DDD_Y_G_AA_306_2023-12-05_ 06:05,0.15736267717748095,0.09799877494781739,0.003147253543549619,0.05906856662229244
BBB,DDD,Y,T,136.38,AA,306,2023-12-05, 06:05,BBB_DDD_Y_T_AA_306_2023-12-05_ 06:05,0.16642077398871197,0.09361592266987863,0.0033284154797742394,0.07249251562877831
BBB,DDD,Y,N,218.2,AA,306,2023-12-05, 06:05,BBB_DDD_Y_N_AA_306_2023-12-05_ 06:05,0.14039164235275609,0.08485995038213023,0.002807832847055122,0.05526820731398569
BBB,DDD,Y,H,463.65,AA,306,2023-12-05, 06:05,BBB_DDD_Y_H_AA_306_2023-12-05_ 06:05,0.09520837967388934,0.058631933100856744,0.001904167593477787,0.03639776109854682
BBB,DDD,Y,R,290.92,AA,306,2023-12-05, 06:05,BBB_DDD_Y_R_AA_306_2023-12-05_ 06:05,0.11622315368405971,0.06592615949365824,0.002324463073681194,0.05007886854396778
BBB,DDD,Y,L,336.38,AA,306,2023-12-05, 06:05,BBB_DDD_Y_L_AA_306_2023-12-05_ 06:05,0.12927459408563172,0.08136416865050243,0.0025854918817126344,0.047667805066394175
BBB,DDD,Y,S,90.92,AA,306,2023-12-05, 06:05,BBB_DDD_Y_S_AA_306_2023-12-05_ 06:05,0.16054742738696812,0.09224827002312179,0.0032109485477393625,0.06799784467122019
BBB,DDD,Y,M,153.25,AA,306,2023-12-05, 06:05,BBB_DDD_Y_M_AA_306_2023-12-05_ 06:05,0.1349664829984229,0.06839884301021823,0.0026993296599684582,0.06631433717875812
BBB,DDD,Y,W,554.56,AA,306,2023-12-05, 06:05,BBB_DDD_Y_W_AA_306_2023-12-05_ 06:05,0.16500350299954686,0.0868065291392033,0.003300070059990937,0.07788729808047756
BBB,DDD,Y,Q,154.56,AA,306,2023-12-05, 06:05,BBB_DDD_Y_Q_AA_306_2023-12-05_ 06:05,0.14175518443881466,0.07908553026707482,0.0028351036887762932,0.062403610442406054
BBB,DDD,J,D,395.76,AA,306,2023-12-05, 06:05,BBB_DDD_J_D_AA_306_2023-12-05_ 06:05,0.119834115450464,0.07552491573220171,0.00239668230900928,0.04408429707994207
BBB,DDD,Y,K,400.01,AA,306,2023-12-05, 06:05,BBB_DDD_Y_K_AA_306_2023-12-05_ 06:05,0.10694306806603977,0.06071991780447305,0.0021388613613207955,0.04602244132264981
BBB,DDD,Y,E,263.65,AA,306,2023-12-05, 06:05,BBB_DDD_Y_E_AA_306_2023-12-05_ 06:05,0.14168815635015683,0.09326524729129114,0.0028337631270031367,0.048156991126713455
BBB,DDD,J,D,387.58,AA,306,2023-10-06, 06:05,BBB_DDD_J_D_AA_306_2023-10-06_ 06:05,0.13540856201951262,0.08815481061532301,0.0027081712403902525,0.046999618908323486
BBB,DDD,Y,W,560.92,AA,306,2023-10-06, 06:05,BBB_DDD_Y_W_AA_306_2023-10-06_ 06:05,0.16772808300780692,0.10591075914675291,0.0033545616601561383,0.06150253463557307
BBB,DDD,Y,Q,156.38,AA,306,2023-10-06, 06:05,BBB_DDD_Y_Q_AA_306_2023-10-06_ 06:05,0.16840999297734527,0.10002623299014664,0.0033681998595469055,0.06806769096463593
BBB,DDD,Y,P,175.47,AA,306,2023-10-06, 06:05,BBB_DDD_Y_P_AA_306_2023-10-06_ 06:05,0.1283332261856281,0.08677197255142763,0.002566664523712562,0.041320400008796734
BBB,DDD,J,C,600.01,AA,306,2023-10-06, 06:05,BBB_DDD_J_C_AA_306_2023-10-06_ 06:05,0.1232147027111897,0.0773245279697011,0.002464294054223794,0.04565892747425239
BBB,DDD,J,J,836.38,AA,306,2023-10-06, 06:05,BBB_DDD_J_J_AA_306_2023-10-06_ 06:05,0.043430368026012904,0.027576659534628255,0.0008686073605202582,0.01577219911222704
BBB,DDD,Y,O,248.2,AA,306,2023-10-06, 06:05,BBB_DDD_Y_O_AA_306_2023-10-06_ 06:05,0.1336935900035457,0.09453682253675476,0.002673871800070914,0.03890585360135898
BBB,DDD,Y,V,193.65,AA,306,2023-10-06, 06:05,BBB_DDD_Y_V_AA_306_2023-10-06_ 06:05,0.1928028353350464,0.12223277902929437,0.0038560567067009283,0.0702082072097791
BBB,DDD,Y,I,109.1,AA,306,2023-10-06, 06:05,BBB_DDD_Y_I_AA_306_2023-10-06_ 06:05,0.14414811060321803,0.09249938950944614,0.0028829622120643606,0.05137818636114029
BBB,DDD,Y,H,469.1,AA,306,2023-10-06, 06:05,BBB_DDD_Y_H_AA_306_2023-10-06_ 06:05,0.09337507327612472,0.05749994460945055,0.0018675014655224944,0.03569988391058611
