 Origin, Destination,Cabin,Booking Class,Booking Class Fare USD,Airline,Flight number,Dep_Date,Dep_time
BBB,DDD,Y,K,,AA,306,2023-12-06, 06:05
BBB,DDD,Y,L,,AA,306,2023-10-08, 06:05
BBB,DDD,Y,E,,AA,306,2023-10-08, 06:05
BBB,DDD,Y,Q,,AA,306,2023-10-08, 06:05
BBB,DDD,Y,T,,AA,306,2023-10-08, 06:05
BBB,DDD,Y,V,,AA,306,2023-10-08, 06:05
BBB,DDD,Y,E,,AA,306,2023-11-08, 06:05
BBB,DDD,Y,L,,AA,306,2023-11-08, 06:05
BBB,DDD,Y,N,,AA,306,2023-11-08, 06:05
BBB,DDD,Y,I,,AA,306,2023-11-08, 06:05
BBB,DDD,Y,T,,AA,306,2023-11-08, 06:05
BBB,DDD,Y,P,,AA,306,2023-12-08, 06:05
BBB,DDD,Y,Q,,AA,306,2023-12-08, 06:05
BBB,DDD,Y,I,,AA,306,2023-12-08, 06:05
BBB,DDD,Y,O,,AA,306,2023-12-08, 06:05
BBB,DDD,Y,T,,AA,306,2023-12-08, 06:05
BBB,DDD,Y,L,,AA,306,2023-12-08, 06:05
BBB,DDD,Y,T,,AA,306,2023-11-09, 06:05
BBB,DDD,Y,L,,AA,306,2023-11-09, 06:05
BBB,DDD,Y,V,,AA,306,2023-11-09, 06:05
BBB,DDD,Y,N,,AA,306,2023-11-09, 06:05
BBB,DDD,Y,H,,AA,306,2023-11-09, 06:05
BBB,DDD,Y,N,,AA,306,2023-12-09, 06:05
BBB,DDD,Y,T,,AA,306,2023-12-09, 06:05
BBB,DDD,Y,S,,AA,306,2023-12-09, 06:05
BBB,DDD,Y,T,,AA,306,2023-09-21, 06:05
BBB,DDD,Y,E,,AA,306,2023-09-21, 06:05
BBB,DDD,J,J,,AA,306,2023-09-21, 06:05
BBB,DDD,Y,I,,AA,306,2023-09-21, 06:05
BBB,DDD,Y,Y,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,Z,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,N,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,B,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,O,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,P,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,E,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,V,,AA,308,2023-11-01, 06:55
BBB,DDD,J,J,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,W,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,X,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,L,,AA,308,2023-11-01, 06:55
BBB,DDD,Y,L,,AA,308,2023-12-01, 06:55
BBB,DDD,Y,K,,AA,308,2023-12-01, 06:55
BBB,DDD,Y,X,,AA,308,2023-12-01, 06:55
BBB,DDD,Y,Z,,AA,308,2023-12-01, 06:55
BBB,DDD,Y,N,,AA,308,2023-12-01, 06:55
BBB,DDD,Y,R,,AA,308,2023-12-01, 06:55
BBB,DDD,Y,E,,AA,308,2023-12-01, 06:55
BBB,DDD,Y,W,,AA,308,2023-12-01, 06:55
BBB,DDD,Y,N,,AA,308,2023-10-02, 06:55
BBB,DDD,Y,T,,AA,308,2023-10-02, 06:55
BBB,DDD,Y,S,,AA,308,2023-10-02, 06:55
BBB,DDD,Y,Q,,AA,308,2023-10-02, 06:55
BBB,DDD,Y,E,,AA,308,2023-10-02, 06:55
BBB,DDD,Y,K,,AA,308,2023-10-02, 06:55
BBB,DDD,Y,X,,AA,308,2023-10-02, 06:55
BBB,DDD,Y,I,,AA,308,2023-10-02, 06:55
BBB,DDD,Y,T,,AA,308,2023-11-02, 06:55
BBB,DDD,Y,X,,AA,308,2023-11-02, 06:55
BBB,DDD,Y,E,,AA,308,2023-11-02, 06:55
BBB,DDD,Y,Q,,AA,308,2023-11-02, 06:55
BBB,DDD,Y,V,,AA,308,2023-11-02, 06:55
BBB,DDD,Y,I,,AA,308,2023-11-02, 06:55
BBB,DDD,Y,O,,AA,308,2023-11-02, 06:55
BBB,DDD,Y,S,,AA,308,2023-12-02, 06:55
BBB,DDD,Y,T,,AA,308,2023-12-02, 06:55
BBB,DDD,Y,N,,AA,308,2023-12-02, 06:55
BBB,DDD,Y,P,,AA,308,2023-12-02, 06:55
BBB,DDD,Y,I,,AA,308,2023-12-02, 06:55
BBB,DDD,Y,V,,AA,308,2023-12-02, 06:55
BBB,DDD,Y,Q,,AA,308,2023-12-02, 06:55
BBB,DDD,Y,L,,AA,308,2023-12-02, 06:55
BBB,DDD,Y,R,,AA,308,2023-12-02, 06:55
BBB,DDD,Y,P,,AA,308,2023-10-03, 06:55
BBB,DDD,Y,T,,AA,308,2023-10-03, 06:55
BBB,DDD,Y,T,,AA,308,2023-11-03, 06:55
BBB,DDD,Y,Q,,AA,308,2023-11-03, 06:55
BBB,DDD,Y,E,,AA,308,2023-11-03, 06:55
BBB,DDD,Y,E,,AA,308,2023-12-03, 06:55
BBB,DDD,Y,I,,AA,308,2023-12-03, 06:55
BBB,DDD,Y,O,,AA,308,2023-12-03, 06:55
BBB,DDD,Y,T,,AA,308,2023-12-03, 06:55
BBB,DDD,Y,T,,AA,308,2023-11-04, 06:55
BBB,DDD,Y,I,,AA,308,2023-11-04, 06:55
BBB,DDD,Y,R,,AA,308,2023-10-05, 06:55
BBB,DDD,Y,N,,AA,308,2023-10-05, 06:55
BBB,DDD,Y,X,,AA,308,2023-11-05, 06:55
BBB,DDD,Y,L,,AA,308,2023-11-05, 06:55
BBB,DDD,Y,T,,AA,308,2023-12-05, 06:55
BBB,DDD,Y,Q,,AA,308,2023-10-06, 06:55
BBB,DDD,Y,P,,AA,308,2023-10-06, 06:55
BBB,DDD,Y,O,,AA,308,2023-10-06, 06:55
BBB,DDD,Y,H,,AA,308,2023-10-06, 06:55
BBB,DDD,Y,T,,AA,308,2023-10-06, 06:55
BBB,DDD,Y,Y,,AA,308,2023-10-06, 06:55
BBB,DDD,Y,X,,AA,308,2023-10-06, 06:55
BBB,DDD,Y,P,,AA,308,2023-11-06, 06:55
BBB,DDD,Y,Q,,AA,308,2023-11-06, 06:55
BBB,DDD,Y,I,,AA,308,2023-11-06, 06:55
BBB,DDD,Y,E,,AA,308,2023-10-07, 06:55
BBB,DDD,Y,Q,,AA,308,2023-10-07, 06:55
BBB,DDD,Y,I,,AA,308,2023-10-07, 06:55
BBB,DDD,Y,T,,AA,308,2023-10-07, 06:55
BBB,DDD,Y,X,,AA,308,2023-10-07, 06:55
BBB,DDD,Y,L,,AA,308,2023-10-07, 06:55
BBB,DDD,Y,N,,AA,308,2023-10-07, 06:55
BBB,DDD,Y,I,,AA,308,2023-11-07, 06:55
BBB,DDD,Y,N,,AA,308,2023-11-07, 06:55
BBB,DDD,Y,T,,AA,308,2023-11-07, 06:55
BBB,DDD,Y,E,,AA,308,2023-11-07, 06:55
BBB,DDD,Y,W,,AA,308,2023-12-07, 06:55
BBB,DDD,Y,P,,AA,308,2023-12-07, 06:55
BBB,DDD,J,D,,AA,308,2023-12-07, 06:55
BBB,DDD,Y,Q,,AA,308,2023-12-07, 06:55
BBB,DDD,Y,X,,AA,308,2023-12-07, 06:55
BBB,DDD,Y,Y,,AA,308,2023-12-07, 06:55
BBB,DDD,Y,O,,AA,308,2023-12-07, 06:55
BBB,DDD,Y,V,,AA,308,2023-12-07, 06:55
BBB,DDD,Y,T,,AA,308,2023-10-08, 06:55
BBB,DDD,Y,O,,AA,308,2023-10-08, 06:55
BBB,DDD,J,D,,AA,308,2023-10-08, 06:55
BBB,DDD,Y,P,,AA,308,2023-10-08, 06:55
BBB,DDD,Y,I,,AA,308,2023-10-08, 06:55
BBB,DDD,Y,E,,AA,308,2023-11-08, 06:55
BBB,DDD,Y,N,,AA,308,2023-11-08, 06:55
BBB,DDD,Y,I,,AA,308,2023-11-08, 06:55
BBB,DDD,Y,O,,AA,308,2023-11-08, 06:55
BBB,DDD,Y,T,,AA,308,2023-11-08, 06:55
BBB,DDD,Y,I,,AA,308,2023-12-08, 06:55
BBB,DDD,Y,O,,AA,308,2023-12-08, 06:55
BBB,DDD,Y,K,,AA,308,2023-12-08, 06:55
BBB,DDD,Y,L,,AA,308,2023-10-09, 06:55
BBB,DDD,Y,T,,AA,308,2023-10-09, 06:55
BBB,DDD,Y,V,,AA,308,2023-10-09, 06:55
BBB,DDD,J,J,,AA,308,2023-10-09, 06:55
BBB,DDD,Y,Q,,AA,308,2023-10-09, 06:55
BBB,DDD,Y,R,,AA,308,2023-10-09, 06:55
BBB,DDD,Y,X,,AA,308,2023-10-09, 06:55
BBB,DDD,Y,Z,,AA,308,2023-11-09, 06:55
BBB,DDD,Y,T,,AA,308,2023-11-09, 06:55
BBB,DDD,Y,Q,,AA,308,2023-11-09, 06:55
BBB,DDD,Y,X,,AA,308,2023-11-09, 06:55
BBB,DDD,Y,L,,AA,308,2023-11-09, 06:55
BBB,DDD,Y,V,,AA,308,2023-11-09, 06:55
BBB,DDD,J,D,,AA,308,2023-11-09, 06:55
BBB,DDD,Y,E,,AA,308,2023-12-09, 06:55
BBB,DDD,Y,V,,AA,308,2023-12-09, 06:55
BBB,DDD,Y,O,,AA,308,2023-12-09, 06:55
BBB,DDD,Y,I,,AA,308,2023-12-09, 06:55
BBB,DDD,Y,S,,AA,308,2023-12-09, 06:55
BBB,DDD,Y,T,,AA,308,2023-09-21, 06:55
BBB,DDD,Y,N,,AA,308,2023-09-21, 06:55
BBB,DDD,Y,E,,AA,308,2023-09-21, 06:55
BBB,DDD,Y,R,,AA,308,2023-09-21, 06:55
BBB,DDD,Y,Q,,AA,308,2023-09-21, 06:55
BBB,DDD,Y,P,,AA,308,2023-09-21, 06:55
BBB,DDD,Y,I,,AA,308,2023-09-21, 06:55
BBB,DDD,Y,V,,AA,308,2023-09-21, 06:55
BBB,DDD,Y,Z,,AA,314,2023-10-01, 07:55
BBB,DDD,Y,K,,AA,314,2023-10-01, 07:55
BBB,DDD,Y,W,,AA,314,2023-10-01, 07:55
BBB,DDD,Y,V,,AA,314,2023-10-01, 07:55
BBB,DDD,Y,H,,AA,314,2023-10-01, 07:55
BBB,DDD,Y,T,,AA,314,2023-10-01, 07:55
BBB,DDD,Y,B,,AA,314,2023-10-01, 07:55
BBB,DDD,Y,N,,AA,314,2023-11-01, 07:55
BBB,DDD,Y,B,,AA,314,2023-11-01, 07:55
BBB,DDD,Y,Q,,AA,314,2023-11-01, 07:55
BBB,DDD,Y,T,,AA,314,2023-11-01, 07:55
BBB,DDD,Y,L,,AA,314,2023-12-01, 07:55
BBB,DDD,Y,X,,AA,314,2023-12-01, 07:55
BBB,DDD,Y,Q,,AA,314,2023-12-01, 07:55
BBB,DDD,Y,R,,AA,314,2023-12-01, 07:55
BBB,DDD,Y,G,,AA,314,2023-12-01, 07:55
BBB,DDD,Y,V,,AA,314,2023-12-01, 07:55
BBB,DDD,Y,T,,AA,314,2023-10-02, 07:55
BBB,DDD,Y,W,,AA,314,2023-10-02, 07:55
BBB,DDD,Y,I,,AA,314,2023-10-02, 07:55
BBB,DDD,Y,O,,AA,314,2023-10-02, 07:55
BBB,DDD,Y,P,,AA,314,2023-10-02, 07:55
BBB,DDD,Y,Y,,AA,314,2023-11-02, 07:55
BBB,DDD,J,D,,AA,314,2023-11-02, 07:55
BBB,DDD,Y,Q,,AA,314,2023-11-02, 07:55
BBB,DDD,Y,I,,AA,314,2023-11-02, 07:55
BBB,DDD,Y,N,,AA,314,2023-11-02, 07:55
BBB,DDD,Y,T,,AA,314,2023-11-02, 07:55
BBB,DDD,Y,T,,AA,314,2023-12-02, 07:55
BBB,DDD,Y,N,,AA,314,2023-12-02, 07:55
BBB,DDD,Y,P,,AA,314,2023-12-02, 07:55
BBB,DDD,Y,I,,AA,314,2023-12-02, 07:55
BBB,DDD,Y,V,,AA,314,2023-12-02, 07:55
BBB,DDD,Y,N,,AA,314,2023-10-03, 07:55
BBB,DDD,Y,T,,AA,314,2023-11-03, 07:55
BBB,DDD,Y,Q,,AA,314,2023-11-03, 07:55
BBB,DDD,Y,V,,AA,314,2023-11-03, 07:55
BBB,DDD,Y,I,,AA,314,2023-10-04, 07:55
BBB,DDD,Y,Q,,AA,314,2023-10-04, 07:55
BBB,DDD,Y,P,,AA,314,2023-11-04, 07:55
BBB,DDD,Y,I,,AA,314,2023-11-04, 07:55
BBB,DDD,Y,T,,AA,314,2023-12-04, 07:55
BBB,DDD,Y,K,,AA,314,2023-12-04, 07:55
BBB,DDD,Y,I,,AA,314,2023-12-04, 07:55
BBB,DDD,Y,V,,AA,314,2023-12-04, 07:55
BBB,DDD,Y,P,,AA,314,2023-10-05, 07:55
BBB,DDD,Y,T,,AA,314,2023-10-05, 07:55
BBB,DDD,Y,I,,AA,314,2023-11-05, 07:55
BBB,DDD,Y,N,,AA,314,2023-11-05, 07:55
BBB,DDD,Y,P,,AA,314,2023-12-05, 07:55
BBB,DDD,Y,T,,AA,314,2023-12-05, 07:55
BBB,DDD,Y,V,,AA,314,2023-10-06, 07:55
BBB,DDD,Y,N,,AA,314,2023-10-06, 07:55
BBB,DDD,Y,V,,AA,314,2023-12-06, 07:55
BBB,DDD,J,J,,AA,314,2023-12-06, 07:55
BBB,DDD,Y,E,,AA,314,2023-10-07, 07:55
BBB,DDD,Y,K,,AA,314,2023-10-07, 07:55
BBB,DDD,Y,Y,,AA,314,2023-10-07, 07:55
BBB,DDD,J,J,,AA,314,2023-12-07, 07:55
BBB,DDD,Y,K,,AA,314,2023-12-07, 07:55
BBB,DDD,Y,Q,,AA,314,2023-12-07, 07:55
BBB,DDD,Y,E,,AA,314,2023-12-07, 07:55
BBB,DDD,Y,L,,AA,314,2023-12-07, 07:55
BBB,DDD,Y,N,,AA,314,2023-12-07, 07:55
BBB,DDD,Y,T,,AA,314,2023-12-07, 07:55
BBB,DDD,Y,V,,AA,314,2023-12-07, 07:55
BBB,DDD,Y,E,,AA,314,2023-10-08, 07:55
BBB,DDD,Y,K,,AA,314,2023-10-08, 07:55
BBB,DDD,Y,Q,,AA,314,2023-10-08, 07:55
BBB,DDD,Y,T,,AA,314,2023-10-08, 07:55
BBB,DDD,Y,O,,AA,314,2023-10-08, 07:55
BBB,DDD,Y,N,,AA,314,2023-10-08, 07:55
BBB,DDD,Y,E,,AA,314,2023-11-08, 07:55
BBB,DDD,Y,R,,AA,314,2023-11-08, 07:55
BBB,DDD,Y,V,,AA,314,2023-11-08, 07:55
BBB,DDD,Y,N,,AA,314,2023-11-08, 07:55
BBB,DDD,Y,O,,AA,314,2023-11-08, 07:55
BBB,DDD,Y,O,,AA,314,2023-12-08, 07:55
BBB,DDD,Y,N,,AA,314,2023-12-08, 07:55
BBB,DDD,Y,L,,AA,314,2023-12-08, 07:55
BBB,DDD,Y,R,,AA,314,2023-12-08, 07:55
BBB,DDD,Y,E,,AA,314,2023-12-08, 07:55
BBB,DDD,Y,N,,AA,314,2023-10-09, 07:55
BBB,DDD,Y,T,,AA,314,2023-10-09, 07:55
BBB,DDD,Y,V,,AA,314,2023-10-09, 07:55
BBB,DDD,Y,P,,AA,314,2023-10-09, 07:55
BBB,DDD,Y,Q,,AA,314,2023-10-09, 07:55
BBB,DDD,Y,X,,AA,314,2023-12-09, 07:55
BBB,DDD,Y,Q,,AA,314,2023-12-09, 07:55
BBB,DDD,Y,P,,AA,314,2023-12-09, 07:55
BBB,DDD,Y,T,,AA,314,2023-12-09, 07:55
BBB,DDD,Y,O,,AA,314,2023-09-21, 07:55
BBB,DDD,Y,Z,,AA,314,2023-09-21, 07:55
BBB,DDD,Y,P,,AA,314,2023-09-21, 07:55
BBB,DDD,Y,V,,AA,314,2023-09-21, 07:55
BBB,DDD,Y,Z,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,L,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,X,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,K,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,W,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,I,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,V,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,H,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,T,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,E,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,R,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,Q,,AA,318,2023-10-01, 08:55
BBB,DDD,J,D,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,P,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,O,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,N,,AA,318,2023-10-01, 08:55
BBB,DDD,Y,N,,AA,318,2023-11-01, 08:55
BBB,DDD,Y,O,,AA,318,2023-11-01, 08:55
BBB,DDD,Y,P,,AA,318,2023-11-01, 08:55
BBB,DDD,Y,Q,,AA,318,2023-11-01, 08:55
BBB,DDD,Y,T,,AA,318,2023-11-01, 08:55
BBB,DDD,Y,V,,AA,318,2023-11-01, 08:55
BBB,DDD,Y,I,,AA,318,2023-11-01, 08:55
BBB,DDD,Y,L,,AA,318,2023-12-01, 08:55
BBB,DDD,Y,O,,AA,318,2023-12-01, 08:55
BBB,DDD,Y,N,,AA,318,2023-12-01, 08:55
BBB,DDD,J,D,,AA,318,2023-12-01, 08:55
BBB,DDD,Y,P,,AA,318,2023-12-01, 08:55
BBB,DDD,Y,T,,AA,318,2023-12-01, 08:55
BBB,DDD,Y,I,,AA,318,2023-12-01, 08:55
BBB,DDD,Y,W,,AA,318,2023-12-01, 08:55
BBB,DDD,Y,V,,AA,318,2023-12-01, 08:55
BBB,DDD,Y,I,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,N,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,T,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,B,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,L,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,Q,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,E,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,R,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,K,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,X,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,O,,AA,318,2023-10-02, 08:55
BBB,DDD,J,C,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,P,,AA,318,2023-10-02, 08:55
BBB,DDD,Y,R,,AA,318,2023-11-02, 08:55
BBB,DDD,Y,X,,AA,318,2023-11-02, 08:55
BBB,DDD,Y,V,,AA,318,2023-11-02, 08:55
BBB,DDD,Y,I,,AA,318,2023-11-02, 08:55
BBB,DDD,Y,O,,AA,318,2023-11-02, 08:55
BBB,DDD,Y,N,,AA,318,2023-11-02, 08:55
BBB,DDD,Y,T,,AA,318,2023-11-02, 08:55
BBB,DDD,Y,G,,AA,318,2023-12-02, 08:55
BBB,DDD,Y,T,,AA,318,2023-12-02, 08:55
BBB,DDD,Y,Z,,AA,318,2023-12-02, 08:55
BBB,DDD,Y,N,,AA,318,2023-12-02, 08:55
BBB,DDD,Y,P,,AA,318,2023-12-02, 08:55
BBB,DDD,J,D,,AA,318,2023-12-02, 08:55
BBB,DDD,Y,X,,AA,318,2023-12-02, 08:55
BBB,DDD,Y,L,,AA,318,2023-12-02, 08:55
BBB,DDD,Y,I,,AA,318,2023-10-03, 08:55
BBB,DDD,Y,T,,AA,318,2023-10-03, 08:55
BBB,DDD,Y,Q,,AA,318,2023-10-03, 08:55
BBB,DDD,Y,L,,AA,318,2023-10-03, 08:55
BBB,DDD,Y,Q,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,N,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,T,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,H,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,L,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,S,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,R,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,K,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,V,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,I,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,P,,AA,318,2023-11-03, 08:55
BBB,DDD,Y,Z,,AA,318,2023-12-03, 08:55
BBB,DDD,Y,L,,AA,318,2023-12-03, 08:55
BBB,DDD,Y,R,,AA,318,2023-12-03, 08:55
BBB,DDD,Y,Q,,AA,318,2023-12-03, 08:55
BBB,DDD,Y,I,,AA,318,2023-12-03, 08:55
BBB,DDD,Y,T,,AA,318,2023-12-03, 08:55
BBB,DDD,Y,P,,AA,318,2023-10-04, 08:55
BBB,DDD,Y,I,,AA,318,2023-10-04, 08:55
BBB,DDD,Y,X,,AA,318,2023-10-04, 08:55
BBB,DDD,Y,Q,,AA,318,2023-10-04, 08:55
BBB,DDD,Y,T,,AA,318,2023-10-04, 08:55
BBB,DDD,Y,N,,AA,318,2023-10-04, 08:55
BBB,DDD,Y,T,,AA,318,2023-11-04, 08:55
BBB,DDD,Y,I,,AA,318,2023-11-04, 08:55
BBB,DDD,Y,E,,AA,318,2023-11-04, 08:55
BBB,DDD,Y,S,,AA,318,2023-11-04, 08:55
BBB,DDD,Y,R,,AA,318,2023-11-04, 08:55
BBB,DDD,Y,Q,,AA,318,2023-12-04, 08:55
BBB,DDD,Y,T,,AA,318,2023-12-04, 08:55
BBB,DDD,Y,P,,AA,318,2023-12-04, 08:55
BBB,DDD,Y,I,,AA,318,2023-12-04, 08:55
BBB,DDD,Y,V,,AA,318,2023-12-04, 08:55
BBB,DDD,Y,Q,,AA,318,2023-10-05, 08:55
BBB,DDD,Y,X,,AA,318,2023-10-05, 08:55
BBB,DDD,Y,S,,AA,318,2023-10-05, 08:55
BBB,DDD,Y,Z,,AA,318,2023-10-05, 08:55
BBB,DDD,Y,T,,AA,318,2023-10-05, 08:55
BBB,DDD,Y,I,,AA,318,2023-10-05, 08:55
BBB,DDD,Y,V,,AA,318,2023-10-05, 08:55
BBB,DDD,Y,I,,AA,318,2023-11-05, 08:55
BBB,DDD,Y,V,,AA,318,2023-11-05, 08:55
BBB,DDD,Y,P,,AA,318,2023-11-05, 08:55
BBB,DDD,Y,O,,AA,318,2023-11-05, 08:55
BBB,DDD,Y,Q,,AA,318,2023-11-05, 08:55
BBB,DDD,Y,X,,AA,318,2023-11-05, 08:55
BBB,DDD,Y,N,,AA,318,2023-11-05, 08:55
BBB,DDD,Y,T,,AA,318,2023-11-05, 08:55
BBB,DDD,Y,Z,,AA,318,2023-12-05, 08:55
BBB,DDD,Y,T,,AA,318,2023-12-05, 08:55
BBB,DDD,Y,N,,AA,318,2023-12-05, 08:55
BBB,DDD,Y,R,,AA,318,2023-12-05, 08:55
BBB,DDD,Y,Q,,AA,318,2023-12-05, 08:55
BBB,DDD,Y,E,,AA,318,2023-12-05, 08:55
BBB,DDD,Y,P,,AA,318,2023-10-06, 08:55
BBB,DDD,J,C,,AA,318,2023-10-06, 08:55
BBB,DDD,Y,V,,AA,318,2023-10-06, 08:55
BBB,DDD,Y,I,,AA,318,2023-10-06, 08:55
BBB,DDD,Y,T,,AA,318,2023-10-06, 08:55
BBB,DDD,Y,N,,AA,318,2023-10-06, 08:55
BBB,DDD,Y,X,,AA,318,2023-10-06, 08:55
BBB,DDD,Y,Z,,AA,318,2023-11-06, 08:55
BBB,DDD,Y,T,,AA,318,2023-11-06, 08:55
BBB,DDD,Y,I,,AA,318,2023-12-06, 08:55
BBB,DDD,Y,P,,AA,318,2023-12-06, 08:55
BBB,DDD,Y,Q,,AA,318,2023-12-06, 08:55
BBB,DDD,Y,R,,AA,318,2023-12-06, 08:55
BBB,DDD,Y,T,,AA,318,2023-12-06, 08:55
BBB,DDD,J,D,,AA,318,2023-10-07, 08:55
BBB,DDD,Y,Q,,AA,318,2023-10-07, 08:55
BBB,DDD,Y,I,,AA,318,2023-10-07, 08:55
BBB,DDD,Y,T,,AA,318,2023-10-07, 08:55
BBB,DDD,Y,L,,AA,318,2023-10-07, 08:55
BBB,DDD,J,J,,AA,318,2023-10-07, 08:55
BBB,DDD,Y,N,,AA,318,2023-10-07, 08:55
BBB,DDD,Y,O,,AA,318,2023-10-07, 08:55
BBB,DDD,Y,Z,,AA,318,2023-10-07, 08:55
BBB,DDD,Y,Q,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,P,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,I,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,V,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,O,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,N,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,T,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,Z,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,Y,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,E,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,R,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,X,,AA,318,2023-11-07, 08:55
BBB,DDD,Y,X,,AA,318,2023-12-07, 08:55
BBB,DDD,Y,S,,AA,318,2023-12-07, 08:55
BBB,DDD,Y,N,,AA,318,2023-12-07, 08:55
BBB,DDD,Y,T,,AA,318,2023-12-07, 08:55
BBB,DDD,Y,I,,AA,318,2023-12-07, 08:55
BBB,DDD,Y,E,,AA,318,2023-10-08, 08:55
BBB,DDD,Y,R,,AA,318,2023-10-08, 08:55
BBB,DDD,Y,X,,AA,318,2023-10-08, 08:55
